MLM_envGWAS_N,MLM_envGWAS_NHx,FarmCPU_envGWAS_N,FarmCPU_envGWAS_NHx,Fst_N_maize,Fst_NHx_maize,MLM_envGWAS_N_sorghum,MLM_envGWAS_NHx_sorghum,FarmCPU_envGWAS_N_sorghum,FarmCPU_envGWAS_NHx_sorghum,Fst_N_Sorghum,Fst_NHx_sorghum,Fst_IndianChief,Fst_Jarvis,TajimaD_Jarvis,TajimaD_IndianChief
Zm00001eb070960,Zm00001eb008380,Zm00001eb009480,Zm00001eb107480,Zm00001eb347430,Zm00001eb174640,Zm00001eb369850,Zm00001eb039440,Zm00001eb397510,Zm00001eb150910,,,Zm00001eb147390,Zm00001eb131720,Zm00001eb140180,Zm00001eb405850
Zm00001eb070970,Zm00001eb008400,Zm00001eb009490,Zm00001eb107490,Zm00001eb023780,Zm00001eb174650,Zm00001eb335110,Zm00001eb294960,Zm00001eb237900,Zm00001eb314300,,,Zm00001eb147400,Zm00001eb131730,Zm00001eb140200,Zm00001eb405860
Zm00001eb070980,Zm00001eb008410,Zm00001eb293720,Zm00001eb399850,Zm00001eb023790,Zm00001eb174660,Zm00001eb424850,Zm00001eb212360,Zm00001eb340450,Zm00001eb146180,,,Zm00001eb147410,Zm00001eb131740,Zm00001eb365910,Zm00001eb405870
Zm00001eb071010,Zm00001eb008420,Zm00001eb135700,Zm00001eb399860,Zm00001eb384700,Zm00001eb174670,Zm00001eb212300,Zm00001eb311820,Zm00001eb129890,Zm00001eb270900,,,Zm00001eb150620,Zm00001eb131750,Zm00001eb237060,Zm00001eb084520
Zm00001eb071020,Zm00001eb008430,Zm00001eb135710,Zm00001eb399870,Zm00001eb384710,Zm00001eb233540,Zm00001eb226970,Zm00001eb071860,Zm00001eb417840,Zm00001eb369590,,,Zm00001eb150630,Zm00001eb131760,Zm00001eb391790,Zm00001eb084530
Zm00001eb071030,Zm00001eb190850,Zm00001eb196840,Zm00001eb399880,Zm00001eb384720,Zm00001eb201430,Zm00001eb358070,Zm00001eb322220,Zm00001eb397270,Zm00001eb193320,,,Zm00001eb150640,Zm00001eb131770,Zm00001eb391800,Zm00001eb360240
Zm00001eb071040,Zm00001eb038450,Zm00001eb196850,Zm00001eb399890,Zm00001eb384730,Zm00001eb201440,Zm00001eb442440,Zm00001eb052540,Zm00001eb160450,Zm00001eb363620,,,Zm00001eb027960,Zm00001eb131780,Zm00001eb107370,Zm00001eb360250
Zm00001eb071050,Zm00001eb038460,Zm00001eb196860,Zm00001eb106710,Zm00001eb384740,Zm00001eb412000,Zm00001eb062000,Zm00001eb291150,Zm00001eb243510,Zm00001eb336660,,,Zm00001eb027970,Zm00001eb081210,Zm00001eb107380,Zm00001eb029060
Zm00001eb071060,Zm00001eb358360,Zm00001eb196870,Zm00001eb106720,Zm00001eb100260,Zm00001eb355270,Zm00001eb062080,Zm00001eb435560,Zm00001eb224350,Zm00001eb096080,,,Zm00001eb027980,Zm00001eb081220,Zm00001eb382520,Zm00001eb029070
Zm00001eb071070,Zm00001eb358370,Zm00001eb196880,Zm00001eb428140,Zm00001eb234090,Zm00001eb355290,Zm00001eb057810,Zm00001eb253050,Zm00001eb191740,Zm00001eb047250,,,Zm00001eb027990,Zm00001eb081230,Zm00001eb179320,Zm00001eb414040
Zm00001eb315750,Zm00001eb358380,Zm00001eb196900,Zm00001eb428150,Zm00001eb235130,Zm00001eb355300,Zm00001eb279990,Zm00001eb260270,Zm00001eb274890,Zm00001eb378140,,,Zm00001eb003650,Zm00001eb423450,Zm00001eb167660,Zm00001eb171070
Zm00001eb315760,Zm00001eb283440,Zm00001eb117610,Zm00001eb428160,Zm00001eb086750,Zm00001eb355310,Zm00001eb062170,Zm00001eb441240,Zm00001eb085600,Zm00001eb411760,,,Zm00001eb003660,Zm00001eb423470,Zm00001eb287580,Zm00001eb171080
Zm00001eb427870,Zm00001eb256330,Zm00001eb117620,Zm00001eb428170,Zm00001eb086760,Zm00001eb355320,Zm00001eb079800,Zm00001eb122500,Zm00001eb061130,Zm00001eb184020,,,Zm00001eb003670,Zm00001eb423480,Zm00001eb287590,Zm00001eb171090
Zm00001eb427880,Zm00001eb256340,Zm00001eb423330,Zm00001eb428180,Zm00001eb086770,Zm00001eb355340,Zm00001eb325190,Zm00001eb106530,Zm00001eb366610,Zm00001eb150730,,,Zm00001eb374810,Zm00001eb423490,Zm00001eb382720,Zm00001eb079040
Zm00001eb427890,Zm00001eb256350,Zm00001eb423340,Zm00001eb367360,Zm00001eb268380,Zm00001eb233450,Zm00001eb100280,Zm00001eb415250,Zm00001eb108350,Zm00001eb229800,,,Zm00001eb374820,Zm00001eb423500,Zm00001eb260450,Zm00001eb059990
Zm00001eb098050,Zm00001eb256360,Zm00001eb423350,Zm00001eb367370,Zm00001eb268390,Zm00001eb193230,Zm00001eb293480,Zm00001eb327000,Zm00001eb252530,Zm00001eb257320,,,Zm00001eb374830,Zm00001eb423510,Zm00001eb180910,Zm00001eb060000
Zm00001eb098060,Zm00001eb251910,Zm00001eb423360,Zm00001eb367380,Zm00001eb027250,Zm00001eb193240,Zm00001eb013870,Zm00001eb082220,Zm00001eb331970,Zm00001eb150440,,,Zm00001eb374840,Zm00001eb423520,Zm00001eb317350,Zm00001eb086500
Zm00001eb098070,Zm00001eb251920,Zm00001eb423370,Zm00001eb367390,Zm00001eb027260,Zm00001eb193250,Zm00001eb145040,Zm00001eb253110,Zm00001eb243930,Zm00001eb245740,,,Zm00001eb094720,Zm00001eb423540,Zm00001eb317360,Zm00001eb322120
Zm00001eb098080,Zm00001eb379610,Zm00001eb423380,Zm00001eb367400,Zm00001eb046320,Zm00001eb193260,Zm00001eb438980,Zm00001eb281730,Zm00001eb394610,Zm00001eb069270,,,Zm00001eb094730,Zm00001eb129900,Zm00001eb130250,Zm00001eb322130
Zm00001eb101080,Zm00001eb036890,Zm00001eb423390,Zm00001eb367410,Zm00001eb046330,Zm00001eb193270,Zm00001eb382470,Zm00001eb214110,Zm00001eb314020,Zm00001eb306170,,,Zm00001eb372150,Zm00001eb418600,Zm00001eb131870,Zm00001eb322140
Zm00001eb101090,Zm00001eb166050,Zm00001eb423400,Zm00001eb367420,Zm00001eb046340,Zm00001eb201150,Zm00001eb220650,Zm00001eb078130,Zm00001eb361310,Zm00001eb181350,,,Zm00001eb372160,Zm00001eb115350,Zm00001eb049070,Zm00001eb131210
Zm00001eb101100,Zm00001eb166070,Zm00001eb265810,Zm00001eb367430,Zm00001eb046350,Zm00001eb201160,Zm00001eb076410,Zm00001eb049810,Zm00001eb214490,Zm00001eb129220,,,Zm00001eb099070,Zm00001eb115360,Zm00001eb049080,Zm00001eb390970
Zm00001eb101110,Zm00001eb166080,Zm00001eb265820,Zm00001eb275220,Zm00001eb046360,Zm00001eb228710,Zm00001eb048110,Zm00001eb217400,Zm00001eb021070,Zm00001eb128420,,,Zm00001eb407610,Zm00001eb115370,Zm00001eb053020,Zm00001eb390980
Zm00001eb247760,Zm00001eb166090,Zm00001eb265830,Zm00001eb275230,Zm00001eb046370,Zm00001eb126990,Zm00001eb228330,Zm00001eb324160,Zm00001eb011170,Zm00001eb202930,,,Zm00001eb407630,Zm00001eb115380,Zm00001eb053030,Zm00001eb391000
Zm00001eb414950,Zm00001eb166100,Zm00001eb412850,Zm00001eb275240,Zm00001eb093970,Zm00001eb127000,Zm00001eb427470,Zm00001eb309320,Zm00001eb191400,Zm00001eb326920,,,Zm00001eb225210,Zm00001eb383980,Zm00001eb296930,Zm00001eb350700
Zm00001eb414960,Zm00001eb333770,Zm00001eb412860,Zm00001eb275250,Zm00001eb093980,Zm00001eb127010,Zm00001eb212230,Zm00001eb152000,Zm00001eb121500,Zm00001eb105120,,,Zm00001eb225220,Zm00001eb383990,Zm00001eb172930,Zm00001eb086470
Zm00001eb414970,Zm00001eb333780,Zm00001eb412870,Zm00001eb275260,Zm00001eb167920,Zm00001eb202670,Zm00001eb076210,Zm00001eb186250,Zm00001eb162620,Zm00001eb433160,,,Zm00001eb225230,Zm00001eb186140,Zm00001eb172940,Zm00001eb175550
Zm00001eb432530,Zm00001eb335330,Zm00001eb412880,Zm00001eb275270,Zm00001eb167930,Zm00001eb202680,Zm00001eb279980,Zm00001eb313730,Zm00001eb185040,Zm00001eb398440,,,Zm00001eb225240,Zm00001eb398530,Zm00001eb167370,Zm00001eb175560
Zm00001eb432540,Zm00001eb335340,Zm00001eb412890,Zm00001eb339980,Zm00001eb167940,Zm00001eb202690,Zm00001eb293510,Zm00001eb212410,Zm00001eb173600,Zm00001eb363740,,,Zm00001eb225250,Zm00001eb398540,Zm00001eb088320,Zm00001eb175570
Zm00001eb432550,Zm00001eb335350,Zm00001eb356280,Zm00001eb339990,Zm00001eb234990,Zm00001eb127040,Zm00001eb369770,Zm00001eb171090,Zm00001eb398660,Zm00001eb050500,,,Zm00001eb287280,Zm00001eb398550,Zm00001eb179420,Zm00001eb099610
Zm00001eb432560,Zm00001eb318780,Zm00001eb356290,Zm00001eb340000,Zm00001eb235000,Zm00001eb127050,Zm00001eb087860,Zm00001eb056770,Zm00001eb438970,Zm00001eb169450,,,Zm00001eb287290,Zm00001eb398560,Zm00001eb179430,Zm00001eb099620
Zm00001eb056990,Zm00001eb002380,Zm00001eb356300,Zm00001eb340010,Zm00001eb235010,Zm00001eb127060,Zm00001eb201580,Zm00001eb372160,Zm00001eb375870,Zm00001eb103610,,,Zm00001eb287310,Zm00001eb219260,Zm00001eb179440,Zm00001eb030380
Zm00001eb271090,Zm00001eb002390,Zm00001eb356310,Zm00001eb158580,Zm00001eb235030,Zm00001eb127070,Zm00001eb114380,Zm00001eb364590,Zm00001eb232630,Zm00001eb298780,,,Zm00001eb086360,Zm00001eb219270,Zm00001eb043030,Zm00001eb072780
Zm00001eb271100,Zm00001eb187650,Zm00001eb356320,Zm00001eb158590,Zm00001eb235050,Zm00001eb127080,Zm00001eb161000,Zm00001eb078080,Zm00001eb429440,Zm00001eb327600,,,Zm00001eb046650,Zm00001eb133940,Zm00001eb043040,Zm00001eb072790
Zm00001eb271110,Zm00001eb187660,Zm00001eb265850,Zm00001eb158600,Zm00001eb235060,Zm00001eb132080,Zm00001eb325800,Zm00001eb021390,Zm00001eb194600,Zm00001eb395280,,,Zm00001eb156360,Zm00001eb133950,Zm00001eb043050,Zm00001eb072800
Zm00001eb271120,Zm00001eb187670,Zm00001eb265870,Zm00001eb158610,Zm00001eb380690,Zm00001eb235630,Zm00001eb253760,Zm00001eb346790,Zm00001eb342730,Zm00001eb221160,,,Zm00001eb156370,Zm00001eb133960,Zm00001eb224060,Zm00001eb072810
Zm00001eb271130,Zm00001eb428910,Zm00001eb265880,Zm00001eb158620,Zm00001eb306760,Zm00001eb235640,Zm00001eb378200,Zm00001eb145500,Zm00001eb415660,Zm00001eb287220,,,Zm00001eb156380,Zm00001eb133980,Zm00001eb224070,Zm00001eb072820
Zm00001eb030010,Zm00001eb428930,Zm00001eb265890,Zm00001eb158630,Zm00001eb306770,Zm00001eb186150,Zm00001eb076240,,Zm00001eb323520,Zm00001eb385490,,,Zm00001eb156390,Zm00001eb133990,Zm00001eb025150,Zm00001eb072830
Zm00001eb270820,Zm00001eb428940,Zm00001eb403750,Zm00001eb055710,Zm00001eb306790,Zm00001eb186160,Zm00001eb146000,,Zm00001eb325000,Zm00001eb230410,,,Zm00001eb156410,Zm00001eb134000,Zm00001eb162390,Zm00001eb322820
Zm00001eb270830,Zm00001eb428960,Zm00001eb403760,Zm00001eb055720,Zm00001eb087480,Zm00001eb267600,Zm00001eb336060,,Zm00001eb282290,Zm00001eb366520,,,Zm00001eb156420,Zm00001eb072640,Zm00001eb162400,Zm00001eb322830
Zm00001eb270840,Zm00001eb061760,Zm00001eb403770,Zm00001eb157800,Zm00001eb361870,Zm00001eb267610,Zm00001eb290290,,Zm00001eb237890,Zm00001eb130200,,,Zm00001eb156430,Zm00001eb072650,Zm00001eb357700,Zm00001eb322840
Zm00001eb270850,Zm00001eb061770,Zm00001eb403780,Zm00001eb157810,Zm00001eb361880,Zm00001eb267620,Zm00001eb228340,,Zm00001eb338670,Zm00001eb346570,,,Zm00001eb156450,Zm00001eb072660,Zm00001eb181960,Zm00001eb355720
Zm00001eb193140,Zm00001eb327450,Zm00001eb403790,Zm00001eb157820,Zm00001eb361900,Zm00001eb267630,Zm00001eb057840,,Zm00001eb261430,Zm00001eb070720,,,Zm00001eb156460,Zm00001eb072670,Zm00001eb054690,Zm00001eb355730
Zm00001eb193150,Zm00001eb327460,Zm00001eb403800,Zm00001eb157830,Zm00001eb224800,Zm00001eb193770,Zm00001eb314320,,Zm00001eb416780,Zm00001eb139680,,,Zm00001eb156470,Zm00001eb069200,Zm00001eb175200,Zm00001eb413150
Zm00001eb193160,Zm00001eb297300,Zm00001eb148680,Zm00001eb157840,Zm00001eb331750,Zm00001eb193780,Zm00001eb146160,,Zm00001eb070320,Zm00001eb050850,,,Zm00001eb156480,Zm00001eb069210,Zm00001eb175210,Zm00001eb350790
Zm00001eb280130,Zm00001eb297310,Zm00001eb148690,Zm00001eb431820,Zm00001eb331760,Zm00001eb193790,Zm00001eb345670,,Zm00001eb207390,Zm00001eb244220,,,Zm00001eb156490,Zm00001eb069220,Zm00001eb272240,Zm00001eb028190
Zm00001eb280140,Zm00001eb297320,Zm00001eb148720,Zm00001eb431830,Zm00001eb331770,Zm00001eb307680,Zm00001eb356760,,Zm00001eb043710,Zm00001eb173080,,,Zm00001eb156500,Zm00001eb069230,Zm00001eb272250,Zm00001eb233920
Zm00001eb252030,Zm00001eb049100,Zm00001eb148730,Zm00001eb431840,Zm00001eb331780,Zm00001eb377970,Zm00001eb396620,,Zm00001eb438880,Zm00001eb173410,,,Zm00001eb414620,Zm00001eb069240,Zm00001eb272260,Zm00001eb391860
Zm00001eb252040,Zm00001eb049110,Zm00001eb148740,Zm00001eb431850,Zm00001eb331790,Zm00001eb377980,Zm00001eb043690,,Zm00001eb236940,Zm00001eb289270,,,Zm00001eb414630,Zm00001eb069250,Zm00001eb272270,Zm00001eb391870
Zm00001eb252050,Zm00001eb049120,Zm00001eb374660,Zm00001eb289460,Zm00001eb331800,Zm00001eb410830,Zm00001eb279970,,Zm00001eb433410,Zm00001eb061990,,,Zm00001eb414640,Zm00001eb069260,Zm00001eb185710,Zm00001eb391880
Zm00001eb252060,Zm00001eb198260,Zm00001eb420130,Zm00001eb289470,Zm00001eb185350,Zm00001eb410840,Zm00001eb387760,,Zm00001eb217120,Zm00001eb191190,,,Zm00001eb189000,Zm00001eb069270,Zm00001eb291850,Zm00001eb162920
Zm00001eb252070,Zm00001eb198270,Zm00001eb420140,Zm00001eb209460,Zm00001eb287220,Zm00001eb410850,Zm00001eb018230,,Zm00001eb344890,Zm00001eb319000,,,Zm00001eb061930,Zm00001eb069280,Zm00001eb291860,Zm00001eb128180
Zm00001eb252080,Zm00001eb393490,Zm00001eb420150,Zm00001eb209470,Zm00001eb287230,Zm00001eb027300,Zm00001eb439060,,Zm00001eb361830,Zm00001eb191650,,,Zm00001eb061940,Zm00001eb069290,Zm00001eb291870,Zm00001eb128190
Zm00001eb143950,Zm00001eb393500,Zm00001eb078580,Zm00001eb209480,Zm00001eb233120,Zm00001eb027310,Zm00001eb070460,,Zm00001eb426800,Zm00001eb376820,,,Zm00001eb061950,Zm00001eb069300,Zm00001eb221130,Zm00001eb355740
Zm00001eb143960,Zm00001eb051870,Zm00001eb078590,Zm00001eb209490,Zm00001eb233130,Zm00001eb027320,Zm00001eb394120,,Zm00001eb015190,Zm00001eb433200,,,Zm00001eb021310,Zm00001eb069310,Zm00001eb088330,Zm00001eb355750
Zm00001eb143970,Zm00001eb005110,Zm00001eb115410,Zm00001eb209500,Zm00001eb233140,Zm00001eb027330,Zm00001eb212360,,Zm00001eb076180,Zm00001eb218890,,,Zm00001eb021320,Zm00001eb069320,Zm00001eb088350,Zm00001eb355760
Zm00001eb289020,Zm00001eb258330,Zm00001eb115420,Zm00001eb209530,Zm00001eb233150,Zm00001eb074650,Zm00001eb222860,,Zm00001eb363810,Zm00001eb159420,,,Zm00001eb021340,Zm00001eb069330,Zm00001eb088360,Zm00001eb355770
Zm00001eb289030,Zm00001eb258350,Zm00001eb115430,Zm00001eb209540,Zm00001eb233160,Zm00001eb313590,Zm00001eb087750,,Zm00001eb234370,Zm00001eb119840,,,Zm00001eb021350,Zm00001eb069350,Zm00001eb091920,Zm00001eb355790
Zm00001eb119250,Zm00001eb258360,Zm00001eb115440,Zm00001eb209550,Zm00001eb032030,Zm00001eb341030,Zm00001eb148970,,Zm00001eb408370,Zm00001eb309810,,,Zm00001eb021360,Zm00001eb069360,Zm00001eb102630,Zm00001eb355800
Zm00001eb119260,Zm00001eb292620,Zm00001eb115450,Zm00001eb082790,Zm00001eb170800,Zm00001eb311820,Zm00001eb111040,,Zm00001eb203950,Zm00001eb387780,,,Zm00001eb175450,Zm00001eb069370,Zm00001eb102640,Zm00001eb175840
Zm00001eb119270,Zm00001eb292630,Zm00001eb115470,Zm00001eb082800,Zm00001eb170810,Zm00001eb311830,Zm00001eb356310,,Zm00001eb073110,Zm00001eb228160,,,Zm00001eb175460,Zm00001eb069380,Zm00001eb233520,Zm00001eb150750
Zm00001eb119280,Zm00001eb292640,Zm00001eb115480,Zm00001eb082810,Zm00001eb181230,Zm00001eb308860,Zm00001eb018010,,Zm00001eb234180,Zm00001eb376900,,,Zm00001eb415080,Zm00001eb069390,Zm00001eb226560,Zm00001eb202300
Zm00001eb046130,Zm00001eb292650,Zm00001eb115490,Zm00001eb082820,Zm00001eb385110,Zm00001eb208570,Zm00001eb041730,,Zm00001eb234680,Zm00001eb107030,,,Zm00001eb006140,Zm00001eb069400,Zm00001eb226570,Zm00001eb202310
Zm00001eb046150,Zm00001eb292660,Zm00001eb115500,Zm00001eb082830,Zm00001eb313030,Zm00001eb208580,Zm00001eb056070,,Zm00001eb272750,Zm00001eb259950,,,Zm00001eb006150,Zm00001eb189000,Zm00001eb319450,Zm00001eb181160
Zm00001eb046160,Zm00001eb292670,Zm00001eb115510,Zm00001eb037500,Zm00001eb313040,Zm00001eb208590,Zm00001eb396400,,Zm00001eb044650,Zm00001eb413340,,,Zm00001eb135990,Zm00001eb286350,Zm00001eb384140,Zm00001eb028300
Zm00001eb197740,Zm00001eb292680,Zm00001eb301590,Zm00001eb037510,Zm00001eb313050,Zm00001eb208600,Zm00001eb092810,,Zm00001eb025490,Zm00001eb044060,,,Zm00001eb136000,Zm00001eb286370,Zm00001eb384150,Zm00001eb223930
Zm00001eb197750,Zm00001eb152880,Zm00001eb301600,Zm00001eb037520,Zm00001eb313060,Zm00001eb208610,Zm00001eb275230,,Zm00001eb100100,Zm00001eb241930,,,Zm00001eb136010,Zm00001eb286400,Zm00001eb384160,Zm00001eb223940
Zm00001eb197770,Zm00001eb152890,Zm00001eb077330,Zm00001eb037530,Zm00001eb313070,Zm00001eb208620,Zm00001eb109820,,Zm00001eb337820,Zm00001eb075390,,,Zm00001eb051700,Zm00001eb286410,Zm00001eb237160,Zm00001eb007030
Zm00001eb197780,Zm00001eb222750,Zm00001eb077340,Zm00001eb427190,Zm00001eb313080,Zm00001eb208640,Zm00001eb286470,,Zm00001eb431070,Zm00001eb348660,,,Zm00001eb051710,Zm00001eb286420,Zm00001eb126800,Zm00001eb007040
Zm00001eb197790,Zm00001eb222760,Zm00001eb077350,Zm00001eb427200,Zm00001eb130170,Zm00001eb208650,Zm00001eb018270,,Zm00001eb206440,Zm00001eb063450,,,Zm00001eb051720,Zm00001eb286430,Zm00001eb126810,Zm00001eb174140
Zm00001eb197800,Zm00001eb222770,Zm00001eb077360,Zm00001eb427210,Zm00001eb235280,Zm00001eb192710,Zm00001eb113790,,Zm00001eb210630,Zm00001eb173700,,,Zm00001eb051730,Zm00001eb141960,Zm00001eb308910,Zm00001eb390850
Zm00001eb079000,Zm00001eb222780,Zm00001eb077370,Zm00001eb427220,Zm00001eb235290,Zm00001eb192720,Zm00001eb293520,,Zm00001eb384950,Zm00001eb188770,,,Zm00001eb051740,Zm00001eb141970,Zm00001eb088080,Zm00001eb390860
Zm00001eb079010,Zm00001eb222790,Zm00001eb315320,Zm00001eb427230,Zm00001eb235300,Zm00001eb192730,Zm00001eb147710,,Zm00001eb327290,Zm00001eb201210,,,Zm00001eb051750,Zm00001eb141980,Zm00001eb087690,Zm00001eb390870
Zm00001eb266750,Zm00001eb222800,Zm00001eb315330,Zm00001eb427250,Zm00001eb235310,Zm00001eb192740,Zm00001eb291330,,Zm00001eb013440,Zm00001eb205050,,,Zm00001eb051760,Zm00001eb141990,Zm00001eb087700,Zm00001eb417870
Zm00001eb428130,Zm00001eb211300,Zm00001eb315340,Zm00001eb427260,Zm00001eb343660,Zm00001eb192750,Zm00001eb169020,,Zm00001eb305200,Zm00001eb320580,,,Zm00001eb051770,Zm00001eb233760,Zm00001eb032730,Zm00001eb302710
Zm00001eb428140,Zm00001eb211310,Zm00001eb315350,Zm00001eb427270,Zm00001eb042250,Zm00001eb192760,Zm00001eb088460,,Zm00001eb297070,Zm00001eb075920,,,Zm00001eb201120,Zm00001eb233770,Zm00001eb191760,Zm00001eb302720
Zm00001eb428150,Zm00001eb211320,Zm00001eb360390,Zm00001eb427290,Zm00001eb133830,Zm00001eb192770,Zm00001eb043680,,Zm00001eb399020,Zm00001eb286830,,,Zm00001eb286860,Zm00001eb085480,Zm00001eb191770,Zm00001eb352040
Zm00001eb428160,Zm00001eb211330,Zm00001eb360400,Zm00001eb427300,Zm00001eb344610,Zm00001eb192780,Zm00001eb207450,,Zm00001eb172500,Zm00001eb051220,,,Zm00001eb286870,Zm00001eb085490,Zm00001eb191780,Zm00001eb175940
Zm00001eb428170,Zm00001eb257510,Zm00001eb360410,Zm00001eb424630,Zm00001eb344620,Zm00001eb384320,Zm00001eb171090,,Zm00001eb143850,Zm00001eb442270,,,Zm00001eb286880,Zm00001eb085500,Zm00001eb131850,Zm00001eb007100
Zm00001eb428180,Zm00001eb257520,Zm00001eb360420,Zm00001eb424640,Zm00001eb344660,Zm00001eb321940,Zm00001eb362840,,Zm00001eb237950,Zm00001eb323920,,,Zm00001eb286890,Zm00001eb384320,Zm00001eb236970,Zm00001eb007110
Zm00001eb011380,Zm00001eb256210,Zm00001eb360430,Zm00001eb424650,Zm00001eb305280,Zm00001eb321950,Zm00001eb438440,,Zm00001eb261180,Zm00001eb361010,,,Zm00001eb286900,Zm00001eb384340,Zm00001eb053770,Zm00001eb094310
Zm00001eb211180,Zm00001eb256220,Zm00001eb356430,Zm00001eb424660,Zm00001eb305290,Zm00001eb321960,Zm00001eb334760,,Zm00001eb266800,Zm00001eb063570,,,Zm00001eb183220,Zm00001eb113020,Zm00001eb053780,Zm00001eb180880
Zm00001eb211190,Zm00001eb180690,Zm00001eb356440,Zm00001eb424670,Zm00001eb305300,Zm00001eb321970,Zm00001eb169090,,Zm00001eb302580,Zm00001eb210200,,,Zm00001eb163440,Zm00001eb113030,Zm00001eb053790,Zm00001eb177620
Zm00001eb211200,Zm00001eb180710,Zm00001eb356450,Zm00001eb373620,Zm00001eb305310,Zm00001eb321980,Zm00001eb440630,,Zm00001eb416320,Zm00001eb046650,,,Zm00001eb163450,Zm00001eb113040,Zm00001eb053800,Zm00001eb177630
Zm00001eb211210,Zm00001eb302600,Zm00001eb356460,Zm00001eb373630,Zm00001eb305320,Zm00001eb025850,Zm00001eb145500,,Zm00001eb421670,Zm00001eb386890,,,Zm00001eb163460,Zm00001eb409640,Zm00001eb159910,Zm00001eb084270
Zm00001eb211220,Zm00001eb302610,Zm00001eb356470,Zm00001eb373640,Zm00001eb088480,Zm00001eb275020,,,,,Zm00001eb064610,Zm00001eb320380,Zm00001eb163470,Zm00001eb409650,Zm00001eb159930,Zm00001eb084280
Zm00001eb211260,Zm00001eb302620,Zm00001eb250580,Zm00001eb290250,Zm00001eb088490,Zm00001eb275030,,,,,Zm00001eb247050,Zm00001eb245600,Zm00001eb163480,Zm00001eb409660,Zm00001eb159940,Zm00001eb363030
Zm00001eb067680,Zm00001eb302630,Zm00001eb250590,Zm00001eb290260,Zm00001eb088500,Zm00001eb275040,,,,,Zm00001eb395240,Zm00001eb186850,Zm00001eb163490,Zm00001eb409670,Zm00001eb210100,Zm00001eb363040
Zm00001eb067690,Zm00001eb421700,Zm00001eb250600,Zm00001eb290270,Zm00001eb088510,Zm00001eb275050,,,,,Zm00001eb351490,Zm00001eb306150,Zm00001eb163500,Zm00001eb390500,Zm00001eb210110,Zm00001eb363050
Zm00001eb067700,Zm00001eb382890,Zm00001eb391340,Zm00001eb290280,Zm00001eb088520,Zm00001eb290870,,,,,Zm00001eb310730,Zm00001eb285410,Zm00001eb163510,Zm00001eb390520,Zm00001eb210120,Zm00001eb130940
Zm00001eb067710,Zm00001eb022920,Zm00001eb391350,Zm00001eb290290,Zm00001eb088530,Zm00001eb290880,,,,,Zm00001eb248560,Zm00001eb012710,Zm00001eb163520,Zm00001eb244190,Zm00001eb210130,Zm00001eb289070
Zm00001eb067720,Zm00001eb022930,Zm00001eb187650,Zm00001eb290300,Zm00001eb088540,Zm00001eb290900,,,,,Zm00001eb431180,Zm00001eb344330,Zm00001eb163530,Zm00001eb244200,Zm00001eb284370,Zm00001eb289080
Zm00001eb067730,Zm00001eb022940,Zm00001eb187660,Zm00001eb290310,Zm00001eb088550,Zm00001eb290910,,,,,Zm00001eb276750,Zm00001eb327700,Zm00001eb087310,Zm00001eb244210,Zm00001eb420320,Zm00001eb289090
Zm00001eb144320,Zm00001eb276140,Zm00001eb187670,Zm00001eb290320,Zm00001eb088560,Zm00001eb105490,,,,,Zm00001eb378780,Zm00001eb231860,Zm00001eb214570,Zm00001eb244220,Zm00001eb389730,Zm00001eb289120
Zm00001eb144330,Zm00001eb276150,Zm00001eb146090,Zm00001eb290330,Zm00001eb088570,Zm00001eb105500,,,,,Zm00001eb354480,Zm00001eb175430,Zm00001eb214580,Zm00001eb244230,Zm00001eb389740,Zm00001eb350770
Zm00001eb328270,Zm00001eb397130,Zm00001eb142050,Zm00001eb290340,Zm00001eb088580,Zm00001eb043990,,,,,Zm00001eb047070,Zm00001eb181220,Zm00001eb214590,Zm00001eb244240,Zm00001eb020310,Zm00001eb052360
Zm00001eb328280,Zm00001eb397140,Zm00001eb142060,Zm00001eb290350,Zm00001eb088610,Zm00001eb044010,,,,,Zm00001eb299370,Zm00001eb158160,Zm00001eb214600,Zm00001eb244250,Zm00001eb020320,Zm00001eb052370
Zm00001eb328290,Zm00001eb397150,Zm00001eb142070,Zm00001eb065680,Zm00001eb088630,Zm00001eb389370,,,,,Zm00001eb379120,Zm00001eb015260,Zm00001eb214610,Zm00001eb372830,Zm00001eb020330,Zm00001eb052380
Zm00001eb328300,Zm00001eb397160,Zm00001eb017280,Zm00001eb065690,Zm00001eb088640,Zm00001eb389380,,,,,Zm00001eb301860,Zm00001eb414110,Zm00001eb214620,Zm00001eb415810,Zm00001eb382820,Zm00001eb052390
Zm00001eb328310,Zm00001eb397170,Zm00001eb017290,Zm00001eb312990,Zm00001eb380340,Zm00001eb052980,,,,,Zm00001eb013120,Zm00001eb148930,Zm00001eb214630,Zm00001eb415820,Zm00001eb382830,Zm00001eb052400
Zm00001eb091800,Zm00001eb207760,Zm00001eb017310,Zm00001eb313000,Zm00001eb380350,Zm00001eb411450,,,,,Zm00001eb245840,Zm00001eb291670,Zm00001eb214650,Zm00001eb168430,Zm00001eb382840,Zm00001eb052410
Zm00001eb337540,Zm00001eb207770,Zm00001eb017320,Zm00001eb313010,Zm00001eb380360,Zm00001eb411460,,,,,Zm00001eb225520,Zm00001eb431630,Zm00001eb214660,Zm00001eb342150,Zm00001eb382850,Zm00001eb081530
